TimeStamp,e0:d1:73:a1:20:e1,e0:d1:73:a1:20:e5,e0:d1:73:a1:20:e0,54:78:1a:24:67:c5,54:78:1a:24:67:c0,54:78:1a:24:67:c4,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:eb,54:78:1a:24:67:c2,e0:d1:73:a1:20:ed,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,cc:d5:39:24:a7:74,e0:d1:73:a1:20:e2,cc:d5:39:24:a7:72,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a5,84:78:ac:dc:d4:a1,84:78:ac:dc:d4:a4,20:3a:07:aa:41:30,20:3a:07:aa:41:35,e0:d1:73:d8:74:90,e0:d1:73:d8:74:94,e0:d1:73:d8:74:91,20:3a:07:aa:41:3b,e0:d1:73:d8:74:92,20:3a:07:aa:41:34,e0:d1:73:d8:74:95,20:3a:07:aa:41:31,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:32,20:3a:07:aa:41:3c,20:3a:07:aa:41:3d,20:3a:07:aa:41:3a,e0:d1:73:de:ac:10,e0:d1:73:de:ac:11,e0:d1:73:d8:74:9f,e0:d1:73:de:ac:15,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9e,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:14,e0:d1:73:95:71:45,e0:d1:73:0f:2f:71,e0:d1:73:95:71:40,e0:d1:73:0f:2f:74,e0:d1:73:95:71:41,e0:d1:73:95:71:4b,e0:d1:73:0f:2f:70,e0:d1:73:95:71:4f,e0:d1:73:95:71:4e,e0:d1:73:95:71:4c,e0:d1:73:de:ac:12,e0:d1:73:0f:2f:72,e0:d1:73:95:71:4d,e0:d1:73:95:71:44,e0:d1:73:0f:2f:75,e0:d1:73:95:71:4a,e0:d1:73:0f:2f:7a,e0:d1:73:0f:2f:7f,e0:d1:73:0f:2f:7e,e0:d1:73:0f:2f:7c,e0:d1:73:95:71:42,e0:d1:73:0f:2f:7d,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:0f:2f:7b,e0:d1:73:bd:c9:a5,e0:d1:73:de:ac:1a,e0:d1:73:de:ac:1b,e0:d1:73:bd:c9:aa,e0:d1:73:de:ac:1f,e0:d1:73:de:ac:1d,e0:d1:73:de:ac:1e,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:ad,e0:d1:73:de:ac:1c,e0:d1:73:bd:c9:ae,54:78:1a:24:67:cf,84:78:ac:dc:d4:a2,cc:d5:39:9a:e4:80,cc:d5:39:9a:e4:85,cc:d5:39:9a:e4:81,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,34:a8:4e:29:3d:9f,34:a8:4e:29:3d:9a
1454082519166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-65,-80,-62,-76,-87,-63,-87,-85,-88,,-62,-87,-78,-62,-88,-75,-74,-74,-75,-77,-75,-79,-78,-79,-77,-75,-78,,,,,,,,,,,,,,,,,,,,,
1454082522475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-64,-78,-65,-77,-87,-64,-84,-84,-83,,-62,-84,-77,-65,-84,-72,-75,-74,-72,-78,-76,-77,-77,-78,-77,-76,-78,,,-89,,,,,-89,,,,-89,,,,,,,,,
1454082525807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-62,-74,-64,-77,-85,-64,-84,-84,-85,,-63,-84,-77,-61,-84,-72,-69,-70,-70,-75,-69,-80,-79,-79,-81,-69,-79,,,-89,,,,,-89,,,,-89,,,,,,,,,
1454082529154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-55,-74,-54,-77,-78,-64,-77,-77,-77,,-57,-77,-73,-61,-76,-72,-61,-61,-61,-71,-60,-73,-79,-72,-74,-61,-74,,,-80,,,,-83,-81,-80,-80,,-82,,,,,,,,,
1454082532496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-53,-71,-52,,-78,,-76,-76,-77,,-52,-77,-71,-54,-79,,-65,-64,-64,-71,-65,-71,-71,-71,-70,-64,-70,,,-80,,,,-83,-80,-81,-81,,-82,,,,,,,,,
1454082535832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-57,-70,-61,,-79,,-80,-80,-80,,-60,-81,-70,-61,-80,,-67,-66,-67,-70,-67,-71,-71,-70,-71,-67,-71,,,-81,,,,-84,-81,-85,-85,,-85,,,,,,,,,
1454082539165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-57,-72,-61,-72,-79,-61,-76,-72,-77,,-59,-77,-71,-61,-75,-67,-64,-69,-64,-70,-64,-69,-71,-69,-69,-66,-68,,,-85,,,,-82,-82,-85,-85,,-81,,,,,,,,,
1454082542496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-58,-70,-56,-70,-75,-58,-74,-77,-73,,-55,-75,-71,-61,-74,-67,-68,-64,-68,-70,-68,-69,,-70,-72,-64,-71,,,-82,,,,-82,-82,-82,-82,,-83,,,,,,,,,
1454082545805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-57,-70,-57,-68,-77,-58,-75,-79,-73,,-57,-75,-71,-60,-74,-67,-66,-67,-68,,-66,-63,-64,-70,-63,-72,-63,,,-80,,,,-79,-82,-79,-78,,-79,,,,,,,,,
1454082549129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-57,-68,-57,-71,-76,-57,-75,-75,-73,,-58,-74,-67,-61,-74,-61,-66,-64,-61,-68,-66,-71,-67,-70,-63,-72,-67,,,-80,,,,-79,-83,-80,-79,,-86,,,,,,,,,
1454082552465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-60,-69,-57,-67,-73,-59,-74,-73,-75,,-58,-75,-71,-58,-75,-67,-67,-69,-67,-68,-67,-65,-69,-66,-66,-68,-67,,,-80,,,,-79,-76,-76,-77,,-86,,,,,,,,,
1454082555784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-58,-69,-57,-67,-74,-59,-74,-73,-73,,-58,-73,-65,-58,-73,-67,-65,-65,-67,-65,-65,-62,-61,-61,-63,-65,-67,,,-75,,,,-73,-72,-74,-74,,-86,,,,,,,,,
1454082559101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-53,-68,-54,-68,-74,-59,-72,-72,-73,,-56,-72,-68,-58,-72,-63,-63,-63,-63,-68,-63,-58,-61,-61,-62,-63,,,,-75,,,,-77,-76,-76,-76,,-76,,,,,,,,,
1454082562415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-54,-61,-54,-61,-73,-54,-73,-73,-74,,-55,-73,-68,-55,-72,-63,-63,-63,-61,-63,-63,-55,-55,-61,-55,-65,-55,,,-70,,,,-71,-76,-69,-69,,-68,,,,,,,,,
1454082565726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-54,-67,-57,-66,-73,-57,-73,-74,-74,,-57,-73,-67,-57,-73,-61,-61,-60,-61,-67,-61,-55,-56,-57,-55,-65,-56,,,-70,,,,-71,-76,-76,-76,,-76,,,,,,,,,
1454082569054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-54,-68,-57,-66,-72,-57,-72,-72,-72,,-54,-71,-68,-53,-73,-61,-66,-62,-63,-68,-65,-64,-61,-64,-64,-63,-63,,,-75,,,,-74,-73,-74,-74,,-76,,,,,,,,,
1454082572396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-55,-66,-54,-66,-69,-57,-71,-70,-70,,-54,-70,-67,-54,-69,-61,-63,-65,-65,-68,-63,-59,-61,-58,-61,-64,-62,,,-74,,,,-72,-74,-72,-72,,-76,,,,,,,,,
1454082575747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-56,-61,-58,,-74,,-70,-71,-72,,-56,-71,-61,-56,-73,,-67,-67,-67,-61,-67,-55,-61,-55,-55,-67,-54,,,-72,,,,-72,-71,-72,-72,,,,,,,,,,,
1454082579084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-59,-62,-58,,-69,,-72,-72,-70,,-61,-72,-62,-58,-70,,-65,-68,-66,-62,-65,-63,-63,-63,-61,-65,-59,,,-72,,,,-72,-71,-72,-72,,,,,,,,,,,
1454082582427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,,,,,,,,,-59,-59,-59,-58,,-68,,-68,-68,-68,,-59,-68,-59,-60,-68,,-65,-64,-64,-59,-64,-60,-61,-60,-60,-65,-59,,,-73,,,,-72,-73,-72,-72,,,,,,,,,,,
1454082585757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,,,,,,,,,-61,-57,-61,-57,,-69,,-65,-65,-67,,-57,-65,-62,-57,-67,,-66,-66,-68,-61,-66,-60,-60,-60,-60,-64,-62,,,-71,,,,-72,-73,-70,-70,,,,,,,,,,,
1454082589067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,,,,,,,,,-62,-59,-61,-61,-61,-69,-60,-68,-69,-70,-87,-61,-69,-60,-57,-68,-66,-68,-66,-68,-61,-68,-54,-60,-55,-54,-67,-54,,,-68,,,,-69,-72,-67,-67,,-69,,,,,,,,,
1454082592383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-59,-61,-49,-64,-70,-49,-70,-71,-71,-87,-49,-70,-60,-49,-68,-62,-61,-61,-62,-64,-61,-54,-62,-55,-59,-65,-54,,,-68,,,,-74,-75,-69,-70,,-70,,,,,,,,,
1454082595717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-55,-61,-52,-61,-69,-52,-72,-70,-71,-87,-49,-72,-61,-53,-70,-66,-63,-65,-64,-61,-63,-59,-59,-59,-59,-63,-54,,,-71,,,,-74,-69,-69,-69,,-75,,,,,,,,,
1454082599052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,-87,-54,-56,-55,-52,-56,-65,-57,-69,-67,-69,-88,-49,-69,-61,-57,-67,-68,-67,-67,-67,-56,-67,-58,-57,-58,-57,-66,,,,-71,,,,-74,-66,-66,-66,,-66,,,,,,,,,
1454082602384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,,,,,,,,-88,-62,-55,-61,-52,-62,-69,-58,-66,-71,-67,-88,,-67,-61,-57,-67,-65,-67,-67,-65,-60,-67,-64,-64,-64,-65,-67,,,,-73,,,,-73,-71,-71,-71,,-66,,,,,,,,,
1454082605729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,,,,,,-88,-58,-57,-60,,-62,-68,-58,-67,-67,-68,-88,-58,-67,-61,-55,-68,-65,-67,-64,-68,-61,-67,-63,-60,-63,-63,-68,-64,,,-74,,,,-71,-75,-74,-74,,-66,,,,,,,,,
1454082609052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,,,,,,,,-88,-55,-57,-60,,-62,-70,-58,-70,-70,-68,-88,-58,-70,-55,-57,-64,-65,-65,-66,-67,-56,-65,-60,-64,-62,-60,-64,-64,,,-76,,,,-76,-80,-75,-75,,,,,,,,,,,
1454082612383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-88,,-84,,,,,,-88,-58,-60,-58,-61,,-70,,-63,-65,-67,-86,-60,-63,-55,-57,-67,-69,-69,-66,-69,-55,-69,-60,-64,-66,-66,-66,-66,,,-76,,,,-76,-78,-76,-76,,-77,,,,,,,,,
1454082615710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,-87,,,,,,-86,-61,-58,-61,-60,-60,-70,-61,-67,-68,-68,-86,-60,-68,-60,-57,-68,-63,-63,-63,-64,-55,-63,-59,-64,-59,-59,-62,-59,,,-74,,,,-73,-78,-72,-72,,-71,,,,,,,,,
1454082619027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,-87,,,,,,-86,-63,-54,-61,-53,-64,-68,-53,-68,-66,-67,-86,-54,-68,-60,-53,-68,-64,-63,-63,-65,-64,-63,-66,-66,-59,-66,-66,-66,,,-71,,,,-72,-78,-74,-74,,-74,,,,,,,,,
1454082622347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,-86,-63,-54,-63,-56,-63,-69,-56,-68,-69,-67,,-56,-69,-63,-56,-68,-65,-65,-65,-65,-63,-65,-66,-63,-62,-66,-66,-66,,,-71,,,,-72,-72,-72,-72,,-72,,,,,,,,,
1454082625667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,-85,-61,-58,-61,-56,-61,-65,-57,-65,-69,-65,,-56,-65,-60,-58,-65,-66,-66,-65,-66,-61,-66,-64,-64,-64,-64,-66,-66,,,-73,,,,-73,-72,-72,-72,,-72,,,,,,,,,
1454082629004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-86,,,,,,,,-85,-58,-56,-58,-56,-61,-67,-57,-63,-62,-62,-87,-56,-62,-58,-57,-62,-66,-64,-66,-68,-58,-64,-65,-62,-64,-66,-64,-64,,,-74,,,,-76,-78,-75,-75,,-72,,,,,,,,,
1454082632346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-86,,,,,,,,-85,-63,-56,-62,-55,-61,-64,-57,-63,-63,-64,-87,-56,-63,-61,-57,-64,-66,-67,-65,-66,-61,-67,-59,-62,-59,-60,-66,-61,,,-74,,,,-73,-70,-71,-71,,-70,,,,,,,,,
1454082635693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-65,-54,-63,-55,,-67,,-70,-70,-69,-87,-54,-70,-62,-57,-68,,-62,-61,-61,-61,-62,-63,-62,-62,-63,-62,-64,,,-72,,,,-72,-74,-70,-70,,-70,,,,,,,,,
1454082639045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-58,-66,-57,,-69,,-69,-68,-72,,-57,-68,-65,,-71,,-64,-66,-67,-65,-64,-56,,-56,-56,-64,-55,,,-72,,,,-67,-67,-67,-67,,-69,,,,,,,,,
1454082642444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-54,-62,-57,,-66,,-65,-67,-72,,-54,-65,-62,-55,-71,-61,-62,-63,-61,-62,-62,-56,-54,-54,-54,-60,-55,,,-66,,,,-66,-67,-66,-66,,-69,,,,,,,,,
1454082645758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-54,-62,-55,-63,-72,-55,-70,-74,-70,,-55,-71,-62,-55,-71,-63,-68,-68,-64,-62,-68,-56,-59,-54,-57,-64,-57,,,-74,,,,-72,-70,-71,-71,,-71,,,,,,,,,
1454082649075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-59,-63,-57,-67,-69,-58,-71,-69,-72,,-55,-71,-64,-58,-71,-66,-63,-65,-62,-65,-64,-54,-54,-54,-57,-64,-53,,,-74,,,,-72,-59,-59,-59,,-58,,,,,,,,,
1454082652413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-59,-63,-57,-67,-70,-58,-70,-70,-73,,-57,-70,-62,-57,-72,-66,-67,-64,-66,-63,-67,-55,-53,-55,-55,-67,-55,,,-63,,,,-64,-66,-64,-65,,-58,,,,,,,,,
1454082655735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-57,-63,-57,-67,-69,-58,-69,-69,-70,,-56,-69,-60,-60,-69,-66,-68,-68,-67,-59,-69,-59,-55,-58,-59,-68,-56,,,-76,,,,-78,-75,-76,-75,,-58,,,,,,,,,
1454082659093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,-57,-58,-61,-58,-69,-61,-66,-66,-67,,-61,-67,-58,-60,-66,,-64,-63,-63,-59,-64,-57,-55,-57,-57,-64,-57,,,-73,,,,-73,-75,-73,-73,,-73,,,,,,,,,
1454082662445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-64,-63,-60,-58,-70,-61,-70,-70,-70,,-60,-70,-62,-58,-69,,-64,-64,-67,-62,-65,-56,-58,-57,-60,-64,-57,,,-67,,,,-67,-66,-64,-64,,-73,,,,,,,,,
1454082665764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-57,-61,-60,-58,-67,-58,-69,-68,-66,,-60,-69,-61,-60,-66,,-68,-71,-70,-62,-68,-54,-58,-56,-53,-69,-57,,,-72,,,,-68,-68,-68,-68,,-73,,,,,,,,,
1454082669123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-62,-62,-63,-62,-63,-63,-63,-68,-66,,-63,-63,-62,-60,-66,-67,-68,-69,-68,-62,-74,-64,-58,-63,-64,-68,-64,,,-77,,,,-77,-77,-76,-76,,-76,,,,,,,,,
1454082672470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-86,,,,,,,,-86,-58,-60,-62,-63,-62,-69,-63,-66,-66,-67,-87,-58,-66,-62,-61,-67,-67,-69,-70,-69,-62,-69,-67,-66,-68,-65,-70,-66,,,-74,,,,-75,-79,-74,-74,,-76,,,,,,,,,
1454082675803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-86,,,,,,,,-85,-59,-63,-58,-63,-62,-67,-63,-68,-68,-67,-85,-58,-68,-58,-63,-69,-67,-71,-70,-69,-59,-71,-65,-66,-68,-64,-70,-66,,,-75,,,,-71,-73,-71,-71,,-76,,,,,,,,,
1454082679147,,,,,,,,,,,,,,,,,,,,,,,-85,-86,,,,,,-86,,-84,,,-86,,,,-85,-85,,-85,,,,,,-85,-59,-61,-57,-62,,-64,,-65,-65,-64,-85,-61,-66,-57,-60,-68,,-71,-71,-71,-58,-71,-62,-63,-63,-61,-72,-60,,,-75,,,,-71,-74,-71,-71,,,,,,,,,,,
1454082682483,,,,,,,,,,,,,,,,,,,,,,,-85,-86,,,,,,-86,,-84,,,-86,,,,-85,-84,,-85,,,,,,-86,-54,-61,-53,-60,,-65,,-65,-65,-63,-86,-60,-65,-53,-60,-62,,-72,-69,-71,-53,-72,-67,-69,-67,-66,-72,-64,,,-81,,,,-80,-80,-81,-80,,,,,,,,,,,
1454082685832,,,,,,,,,,,,,,,,,,,,,,,-85,-86,,,,,,-86,,-84,,,-86,,,,-85,-85,,-85,,,,,,-85,-56,-61,-56,-64,,-64,,-62,-62,-60,-85,-62,-62,-55,-60,-66,,-69,-70,-71,-54,-69,-67,-69,-67,-67,-69,-65,,,-82,,,,-80,-78,-81,-80,,-80,,,,,,,,,
1454082689157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,,,,,,,,-85,-56,-61,-57,-64,,-61,,-60,-60,-65,-86,-61,-60,-58,-62,-62,,-68,-73,-66,-57,-69,-72,-70,-71,-73,-70,-74,,,-79,,,,-79,-77,-81,-81,,-80,,,,,,,,,
1454082692479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-86,,,,,,,,-84,-61,-59,-59,-63,-61,-61,-61,-64,-63,-66,-81,-62,-64,-59,-62,-67,-70,-71,-70,-71,-57,-71,-70,-70,-69,-71,-71,-71,,,-83,,,,-83,-77,-80,-84,,-86,,,,,,,,,
1454082695801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-86,,-77,,,,,,-77,-53,-61,-53,-58,-54,-63,-60,-63,-60,-60,-77,-58,-63,-59,-61,-67,-67,-71,-71,-69,-57,-71,-70,-71,-69,-73,-71,-72,,,-81,,,,-81,-77,-80,-85,,-81,,,,,,,,,
1454082699120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-81,,-80,,,,,,-77,-53,-61,-53,-60,-53,-60,-60,-61,-60,-60,-81,-61,-61,-53,-60,-61,-67,-68,-67,-68,-53,-67,-70,-68,-68,-73,-71,-68,,,-81,,,,-79,-81,-79,-80,,-80,,,,,,,,,
1454082702455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,,-84,,,,,,-80,-53,-62,-53,-60,-53,-57,-63,-57,-59,-57,-78,-61,-57,-54,-64,-57,-74,-69,-70,-73,-54,-69,-70,-71,-70,-70,-70,-68,,,-83,,,,-79,-78,-81,-84,,-82,,,,,,,,,
1454082705783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-85,,,-87,,,,-73,-72,,-84,,,,,,-73,-52,-62,-51,-60,-54,-56,-61,-56,-59,-55,-72,-61,-55,-51,-61,-54,-74,-72,-72,-71,-51,-72,-70,-71,-70,-70,-70,-68,,,-84,-91,,-91,-83,-83,-84,-84,,-82,,,,,,,,,
1454082709114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-85,,,-87,,,,-82,-81,,-84,,,,,,-81,-49,-56,-50,-59,-54,-66,-61,-63,-63,-61,-82,-57,-63,-51,-55,-62,-74,-69,-66,-67,-51,-69,-72,-75,-73,-72,-69,-71,,,-81,-91,,-91,-83,-79,-78,-80,,-82,,,,,,,,,
1454082712458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-85,,,-87,,,,-79,-81,,-80,,,,,,-80,-57,-57,-57,-57,-57,-66,-61,-63,-62,-64,-80,-57,-62,-59,-55,-66,,-67,-69,-68,-58,-67,-70,-75,-70,-71,-65,-74,,,-83,-91,,-91,-81,-81,-78,-82,,-82,,,,,,,,,
1454082715818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-86,,-80,,,,,,-83,-61,-59,-59,-60,-57,-68,,-67,-67,-67,-85,-60,-67,-57,-55,-66,,-69,-67,-67,-57,-69,-69,-75,-68,-68,-68,-67,,,-83,,,,-81,-81,-77,-78,,-82,,,,,,,,,
1454082719137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-85,,-80,,,,,,-85,-61,-60,-59,-60,-57,-67,,-63,-63,-62,-85,-61,-64,-57,-61,-64,,-67,-67,-67,-56,-67,-65,-65,-65,-64,-68,-67,,,-76,,,,-75,-80,-74,-74,,-82,,,,,,,,,
1454082722458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-85,,,,,,,,-85,-55,-60,-55,-61,-55,-67,-61,-61,-63,-65,-88,-61,-62,-55,-61,-63,-66,-65,-68,-65,-56,-66,-65,-65,-64,-66,-67,-67,,,-75,,,,-74,-75,-74,-75,,-77,,,,,,,,,
1454082725803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-85,,-86,,,,,,-86,-54,-61,-51,-63,-55,-66,-65,-66,-63,-63,-88,-62,-66,-55,-66,-61,-69,-68,-69,-68,-56,-68,-66,-69,-64,-67,-70,-70,,,-81,,,,-81,-75,-79,-79,,-81,,,,,,,,,
1454082729152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,-83,,,,,,-85,-57,-62,-56,-63,-59,-58,-63,-58,-63,-62,-85,-64,-57,-55,-64,-63,-72,-73,-73,-73,,-73,-70,-73,-64,-71,-72,-71,,,-78,,,,-78,-75,-81,-81,,-83,,,,,,,,,
1454082732479,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,-80,,,,,-78,,,,-86,,,-86,,,,,,-85,-50,-68,-50,-63,-50,-55,-65,-55,-53,-51,-87,-66,-55,,-64,-50,-73,-72,-75,-72,,-72,-71,-73,-72,-70,-73,-70,,,-78,,,,-78,,-86,-85,,-83,,,,,,,,,
1454082735814,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,-78,,-82,-87,,-78,-86,,,-82,-79,,-81,,,,,,-82,-46,-68,-50,-66,-43,-47,-65,-47,-48,-48,-87,-68,-48,,-65,-50,-76,-71,-71,-77,-43,-71,-71,-69,-72,-70,-74,-69,,,-83,,,,-78,,-86,-83,,-85,,,,,,,,,
1454082739139,,,,,,,,,,,,,,,,,,,,,,,-84,-84,,,,,,-83,,-82,-87,,-84,-92,,,-84,-84,,-84,,,,,,-84,-43,-68,-50,-62,-42,-47,-61,-47,-48,-48,-84,-68,-47,,-61,-50,-74,-73,-73,-73,-43,-73,-71,-74,-72,-70,-73,-72,,,-88,,,,,-84,-86,-81,,-87,,,,,,,,,
1454082742448,,,,,,,,,,,,,,,,,,,,,,,-76,-84,,,,,,-83,,-77,-88,,-76,-88,,,-79,-80,,-75,,,,,,-84,-43,-68,-44,-67,-43,-59,-67,-60,-57,-60,-79,-68,-59,-44,-68,-59,-82,-80,-78,-81,-44,-80,-76,-75,-75,-70,-80,-77,,,-88,,,-91,,-84,-82,-80,,-88,,,,,,,,,
1454082745777,,,,,,,,,,,,,,,,,,,,,,,-72,-84,,,,-87,,-72,,-70,-88,-84,-71,-88,-87,-87,-72,-73,,-75,,,,,,-72,-54,-74,-58,-67,-43,-63,-67,-67,-67,-65,-72,-75,-67,-58,-76,-65,-86,-88,-85,-81,-58,-86,-82,-81,-81,-83,-88,-82,-89,,-88,-89,,-91,,-84,-82,-80,,-88,,,,,,,,,
1454082749106,,,,,,,,,,,,,,,,,,,,,,,-66,-67,,,,-79,,-66,,-66,-88,-76,-67,-77,-75,-80,-72,-73,,-72,,,,,,-71,-57,-83,-56,-82,-43,-70,-67,-72,-74,-74,-70,-81,-73,-56,-78,-72,-89,-90,-90,-81,-57,-92,-82,-81,-81,-83,-90,-82,-89,,,-87,-87,-87,,,-82,-80,,-88,,,,,,,,,
1454082752427,,,,,,,,,,,,,,,,,,,,,,,-69,-68,,,,-80,,-68,,-66,-77,-77,-68,-77,-77,-78,-73,-73,,-73,,,,,,-72,-64,-80,-63,-79,-66,-70,-80,-68,-65,-67,-71,-80,-69,-63,-78,-69,-90,-89,-90,-89,-57,-90,-82,-81,-81,-83,-90,-82,-93,,,-87,-87,-87,,,,,,,,,,,,,,,
